"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","First_Author","Title","Publication_Year","Publication_Year_Z","Journal","Impact_Factor","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","First_Population","Second_Population","Plasticity_Category","Type","T1","T1_Number","T2","T2_Number","Treatment_Unit","high","Category","Measurement","Trait_Unit","Total_Shared_Control","Shared_Animal_Number","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)","Effect_Size","Variance","Effect_Size_Type","Variance_Type","Percentage_Transformation","Proportion_Transformation","n_(P1T1)_Adjusted","Mean_(P1T1)_Adjusted","SD_(P1T1)_Adjusted","n_(P1T2)_Adjusted","Mean_(P1T2)_Adjusted","SD_(P1T2)_Adjusted","n_(P2T1)_Adjusted","Mean_(P2T1)_Adjusted","SD_(P2T1)_Adjusted","n_(P2T2)_Adjusted","Mean_(P2T2)_Adjusted","SD_(P2T2)_Adjusted","Effect_Size_Adjusted","Variance_Adjusted","Precision","Effect_Size_Type_Adjusted","Variance_Type_Adjusted","Precision_Type"
429,27,1,27.4,27.8,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Tomaru","Toyoha","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,169,5,1.188,0.0379473319220206,5,0.9197,0.0732355787851779,5,1.1479,0.0608814421642589,5,0.7504,0.0717272612052071,0.169104097365498,0.00386214584145224,NA,NA,"No","No",0.625,1.188,0.0379473319220206,0.625,0.9197,0.0732355787851779,0.625,1.1479,0.0608814421642589,0.625,0.7504,0.0717272612052071,0.169104097365498,0.0308971667316179,-0.129137370294684,NA,NA,NA
430,27,1,27.4,27.9,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Tomaru","Asari","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,170,5,1.188,0.0379473319220206,5,0.9197,0.0732355787851779,5,1.1164,0.0608177605638353,5,0.7961,0.0796636680049318,0.0821607255536964,0.0040684827013552,NA,NA,"No","No",0.625,1.188,0.0379473319220206,0.625,0.9197,0.0732355787851779,0.625,1.1164,0.0608177605638353,0.625,0.7961,0.0796636680049318,0.0821607255536964,0.0325478616108416,-0.129495830413759,NA,NA,NA
431,27,1,27.5,27.6,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Atsuta","Kamitobetsu","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,171,5,1.14,0.10476640682967,5,0.882,0.141182948687155,5,1.1512,0.0580620357893176,5,0.8075,0.0486595314404075,0.0980256150945968,0.00804870486071267,NA,NA,"No","No",0.625,1.14,0.10476640682967,0.625,0.882,0.141182948687155,0.625,1.1512,0.0580620357893176,0.625,0.8075,0.0486595314404075,0.0980256150945968,0.0643896388857013,-0.132813812278537,NA,NA,NA
432,27,1,27.5,27.7,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Atsuta","Okusawa","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,172,5,1.14,0.10476640682967,5,0.882,0.141182948687155,5,1.1797,0.0854543737909301,5,1.0026,0.168756629499407,-0.0939279423633559,0.0135293957221761,NA,NA,"No","No",0.625,1.14,0.10476640682967,0.625,0.882,0.141182948687155,0.625,1.1797,0.0854543737909301,0.625,1.0026,0.168756629499407,-0.0939279423633559,0.108235165777409,-0.134187715289072,NA,NA,NA
433,27,1,27.5,27.8,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Atsuta","Toyoha","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,173,5,1.14,0.10476640682967,5,0.882,0.141182948687155,5,1.1479,0.0608814421642589,5,0.7504,0.0717272612052071,0.168491581997686,0.00920360607276195,NA,NA,"No","No",0.625,1.14,0.10476640682967,0.625,0.882,0.141182948687155,0.625,1.1479,0.0608814421642589,0.625,0.7504,0.0717272612052071,0.168491581997686,0.0736288485820956,-0.133239396956173,NA,NA,NA
434,27,1,27.5,27.9,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Atsuta","Asari","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,174,5,1.14,0.10476640682967,5,0.882,0.141182948687155,5,1.1164,0.0608177605638353,5,0.7961,0.0796636680049318,0.081548210185885,0.00940994293266491,NA,NA,"No","No",0.625,1.14,0.10476640682967,0.625,0.882,0.141182948687155,0.625,1.1164,0.0608177605638353,0.625,0.7961,0.0796636680049318,0.081548210185885,0.0752795434613193,-0.133304433428487,NA,NA,NA
435,27,1,27.6,27.7,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Kamitobetsu","Okusawa","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,175,5,1.1512,0.0580620357893176,5,0.8075,0.0486595314404075,5,1.1797,0.0854543737909301,5,1.0026,0.168756629499407,-0.191953557457953,0.00795069289801874,NA,NA,"No","No",0.625,1.1512,0.0580620357893176,0.625,0.8075,0.0486595314404075,0.625,1.1797,0.0854543737909301,0.625,1.0026,0.168756629499407,-0.191953557457953,0.0636055431841499,-0.132772002942015,NA,NA,NA
436,27,1,27.6,27.8,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Kamitobetsu","Toyoha","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,176,5,1.1512,0.0580620357893176,5,0.8075,0.0486595314404075,5,1.1479,0.0608814421642589,5,0.7504,0.0717272612052071,0.0704659669030895,0.00362490324860457,NA,NA,"No","No",0.625,1.1512,0.0580620357893176,0.625,0.8075,0.0486595314404075,0.625,1.1479,0.0608814421642589,0.625,0.7504,0.0717272612052071,0.0704659669030895,0.0289992259888365,-0.128674784018795,NA,NA,NA
437,27,1,27.6,27.9,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Kamitobetsu","Asari","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,177,5,1.1512,0.0580620357893176,5,0.8075,0.0486595314404075,5,1.1164,0.0608177605638353,5,0.7961,0.0796636680049318,-0.0164774049087119,0.00383124010850753,NA,NA,"No","No",0.625,1.1512,0.0580620357893176,0.625,0.8075,0.0486595314404075,0.625,1.1164,0.0608177605638353,0.625,0.7961,0.0796636680049318,-0.0164774049087119,0.0306499208680602,-0.129080354369171,NA,NA,NA
438,27,1,27.7,27.8,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Okusawa","Toyoha","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,178,5,1.1797,0.0854543737909301,5,1.0026,0.168756629499407,5,1.1479,0.0608814421642589,5,0.7504,0.0717272612052071,0.262419524361042,0.00910559411006802,NA,NA,"No","No",0.625,1.1797,0.0854543737909301,0.625,1.0026,0.168756629499407,0.625,1.1479,0.0608814421642589,0.625,0.7504,0.0717272612052071,0.262419524361042,0.0728447528805441,-0.133207471438531,NA,NA,NA
439,27,1,27.7,27.9,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Okusawa","Asari","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,179,5,1.1797,0.0854543737909301,5,1.0026,0.168756629499407,5,1.1164,0.0608177605638353,5,0.7961,0.0796636680049318,0.175476152549241,0.00931193096997098,NA,NA,"No","No",0.625,1.1797,0.0854543737909301,0.625,1.0026,0.168756629499407,0.625,1.1164,0.0608177605638353,0.625,0.7961,0.0796636680049318,0.175476152549241,0.0744954477597679,-0.133273899863105,NA,NA,NA
440,27,1,27.8,27.9,1,2,"Michimae, H.","Correlated evolution of phenotypic plasticity
in metamorphic timing",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius retardatus","Aquatic","Toyoha","Asari","Developmental","Water Level","2",2,"25",25,"cm","T2","Morphology","Weight","g",8,180,5,1.1479,0.0608814421642589,5,0.7504,0.0717272612052071,5,1.1164,0.0608177605638353,5,0.7961,0.0796636680049318,-0.0869433718118014,0.00498614132055681,NA,NA,"No","No",0.625,1.1479,0.0608814421642589,0.625,0.7504,0.0717272612052071,0.625,1.1164,0.0608177605638353,0.625,0.7961,0.0796636680049318,-0.0869433718118014,0.0398891305644545,-0.130730666355778,NA,NA,NA
441,28,1,28.1,28.2,1,1,"Underwood, Z. E.","Effect of acclimation temperature on the upper thermal tolerance of Colorado River cutthroat trout Oncorhynchus clarkii pleuriticus: thermal limits of a North American salmonid",2012,0.495799415075727,"Journal of Fish Biology",2.051,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus clarkii","Aquatic","Trapper Creek","Lake Nanita","Acclimation","Temperature","10",10,"15",15,"℃","T2","Tolerance","Critical Thermal Maximum","℃",2,181,26,28,0.6,20,29.1,0.3,7,27.7,0.6,7,28.5,0.4,0.0100619899209309,0.000118141748365069,0.00201239798418618,0.0401181417483651,"No","No",13,28,0.6,10,29.1,0.3,3.5,27.7,0.6,3.5,28.5,0.4,0.0100619899209309,0.000236283496730138,0.788028263602646,0.00201239798418618,0.0402362834967301,0.463602592145107
442,28,1,28.1,28.3,1,1,"Underwood, Z. E.","Effect of acclimation temperature on the upper thermal tolerance of Colorado River cutthroat trout Oncorhynchus clarkii pleuriticus: thermal limits of a North American salmonid",2012,0.495799415075727,"Journal of Fish Biology",2.051,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus clarkii","Aquatic","Trapper Creek","Carr Creek","Acclimation","Temperature","10",10,"15",15,"℃","T2","Tolerance","Critical Thermal Maximum","℃",2,182,26,28,0.6,20,29.1,0.3,17,28.2,0.6,13,28.8,0.5,0.0174802548044108,7.27892470324479e-05,0.00349605096088217,0.0400727892470325,"No","No",13,28,0.6,10,29.1,0.3,8.5,28.2,0.6,6.5,28.8,0.5,0.0174802548044108,0.000145578494064896,1.36388677008282,0.00349605096088217,0.0401455784940649,0.466007809219955
443,28,1,28.2,28.3,1,1,"Underwood, Z. E.","Effect of acclimation temperature on the upper thermal tolerance of Colorado River cutthroat trout Oncorhynchus clarkii pleuriticus: thermal limits of a North American salmonid",2012,0.495799415075727,"Journal of Fish Biology",2.051,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus clarkii","Aquatic","Lake Nanita","Carr Creek","Acclimation","Temperature","10",10,"15",15,"℃","T2","Tolerance","Critical Thermal Maximum","℃",2,183,7,27.7,0.6,7,28.5,0.4,17,28.2,0.6,13,28.8,0.5,0.00741826488347996,0.00014498105235057,0.00148365297669599,0.0401449810523506,"No","No",3.5,27.7,0.6,3.5,28.5,0.4,8.5,28.2,0.6,6.5,28.8,0.5,0.00741826488347996,0.000289962104701139,0.616931509686035,0.00148365297669599,0.0402899621047011,0.46218430180717
444,29,1,29.1,29.2,1,1,"Torres-Dowdall, C. A.","Local adaptation and the evolution of phenotypic plasticity in Trinidadian Guppies (Poecilia reticulata)",2012,0.495799415075727,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poecilia reticulata","Aquatic","Yarra Drainage","Yarra River","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Length","mm",1,184,13,15.6727272727273,0.721110255092802,13,15.3818181818182,0.688332516224939,11,16.5954545454545,0.678400525299964,11,15.7272727272727,0.799005063131077,0.0349966025463955,0.000703439092087568,NA,NA,"No","No",13,15.6727272727273,0.721110255092802,13,15.3818181818182,0.688332516224939,11,16.5954545454545,0.678400525299964,11,15.7272727272727,0.799005063131077,0.0349966025463955,0.000703439092087568,0.174242481649563,NA,NA,NA
445,29,1,29.3,29.4,1,1,"Torres-Dowdall, C. A.","Local adaptation and the evolution of phenotypic plasticity in Trinidadian Guppies (Poecilia reticulata)",2012,0.495799415075727,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poecilia reticulata","Aquatic","Caroni River","Taylor Stream","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Length","mm",1,185,23,15.7818181818182,0.784772431087538,23,14.8318181818182,0.828370899481284,15,16.3227272727273,0.739387729730509,15,14.4909090909091,0.686574320464044,0.0569531751290588,0.000529581785704284,NA,NA,"No","No",23,15.7818181818182,0.784772431087538,23,14.8318181818182,0.828370899481284,15,16.3227272727273,0.739387729730509,15,14.4909090909091,0.686574320464044,0.0569531751290588,0.000529581785704284,0.276159935491606,NA,NA,NA
446,30,1,30.1,30.2,1,1,"Aalberg Haugen, I. M.","The evolution of alternative developmental pathways: footprints of selection on life-history traits in a butterfly",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pararge aegeria","Terrestrial","Ransvik","Riala","Developmental","Photoperiod","Low",NA,"High",NA,"L:D","T2","Morphology","Weight","mg",1,186,17,2.22028037383178,0.0265882512306184,17,2.23710280373832,0.0242762293844786,17,2.19532710280374,0.0231202184614077,17,2.15607476635514,0.0254322403075494,0.0255898815830276,3.00713726521435e-05,NA,NA,"No","No",17,2.22028037383178,0.0265882512306184,17,2.23710280373832,0.0242762293844786,17,2.19532710280374,0.0231202184614077,17,2.15607476635514,0.0254322403075494,0.0255898815830276,3.00713726521435e-05,7.12588928720226,NA,NA,NA
447,30,1,30.1,30.2,1,2,"Aalberg Haugen, I. M.","The evolution of alternative developmental pathways: footprints of selection on life-history traits in a butterfly",2012,0.495799415075727,"Journal of Evolutionary Biology",2.411,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pararge aegeria","Terrestrial","Ransvik","Riala","Developmental","Photoperiod","Low",NA,"High",NA,"L:D","T2","Morphology","Weight","mg",1,187,11,2.16386138613861,0.0256135379849229,12,2.15019801980198,0.0555628179853779,17,2.13029702970297,0.019594957428678,17,2.09405940594059,0.0232690119465561,0.0108225745825489,8.06232617226497e-05,NA,NA,"No","No",11,2.16386138613861,0.0256135379849229,12,2.15019801980198,0.0555628179853779,17,2.13029702970297,0.019594957428678,17,2.09405940594059,0.0232690119465561,0.0108225745825489,8.06232617226497e-05,2.5724564978442,NA,NA,NA
448,31,1,31.1,31.2,1,1,"Kelley, A. L.","Intraspecific variation in thermotolerance and morphology of the invasive European green crab, Carcinus maenas, on the west coast of North America",2011,0.373271879807923,"Journal of Experimental Marine Biology and Ecology",2.171,"Metazoa","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus maenas","Aquatic","Seadrift lagoon","Pipestem Inlet","Acclimation","Temperature","6",6,"23",23,"℃","T2","Tolerance","Critical Thermal Maximum","℃",1,188,15,34.7284345047923,2.35101225488632,15,36.1661341853035,0.989899896794234,15,31.6932907348243,2.227274767787,15,35.5271565495208,0.618687435496382,-0.073627995883736,0.000704934911339002,-0.00433105858139624,0.00416514252379575,"No","No",15,34.7284345047923,2.35101225488632,15,36.1661341853035,0.989899896794234,15,31.6932907348243,2.227274767787,15,35.5271565495208,0.618687435496382,-0.073627995883736,0.000704934911339002,0.173583734487128,-0.00433105858139624,0.00416514252379575,9.68275025884136
449,32,1,32.1,32.2,1,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Limhamn","Eskilstorp","Developmental","Temperature","20",20,"27",27,"℃","T2","Morphology","Weight","g",2,189,30,0.666990291262136,0.155985712169757,30,0.388025889967637,0.0602672069746787,30,0.652750809061488,0.0886282455509985,30,0.366666666666666,0.0389964280424392,0.0350388510632599,0.00361875998337279,0.00500555015189427,0.0240269232486789,"No","No",15,0.666990291262136,0.155985712169757,15,0.388025889967637,0.0602672069746787,15,0.652750809061488,0.0886282455509985,15,0.366666666666666,0.0389964280424392,0.0350388510632599,0.00723751996674558,-0.106031890939551,0.00500555015189427,0.0276456832320517,0.948421854714812
450,32,1,32.1,32.3,1,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Limhamn","Monnet","Developmental","Temperature","20",20,"27",27,"℃","T2","Morphology","Weight","g",2,190,30,0.666990291262136,0.155985712169757,30,0.388025889967637,0.0602672069746787,30,0.73042071197411,0.0886282455509973,30,0.371844660194175,0.0389964280424392,0.133441073105833,0.00348459225015618,0.0190630104436904,0.0238927555154623,"No","No",15,0.666990291262136,0.155985712169757,15,0.388025889967637,0.0602672069746787,15,0.73042071197411,0.0886282455509973,15,0.371844660194175,0.0389964280424392,0.133441073105833,0.00696918450031237,-0.10487011735121,0.0190630104436904,0.0273773477656185,0.96360766589433
451,32,1,32.2,32.3,1,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Eskilstorp","Monnet","Developmental","Temperature","20",20,"27",27,"℃","T2","Morphology","Weight","g",2,191,30,0.652750809061488,0.0886282455509985,30,0.366666666666666,0.0389964280424392,30,0.73042071197411,0.0886282455509973,30,0.371844660194175,0.0389964280424392,0.0984022220425729,0.00184892689326131,0.0140574602917961,0.0222570901585674,"No","No",15,0.652750809061488,0.0886282455509985,15,0.366666666666666,0.0389964280424392,15,0.73042071197411,0.0886282455509973,15,0.371844660194175,0.0389964280424392,0.0984022220425729,0.00369785378652263,-0.0771491799642781,0.0140574602917961,0.0241060170518287,1.17592538342019
452,32,1,32.1,32.2,2,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Limhamn","Eskilstorp","Developmental","Salinity","1.8",1.8,"4.8",4.8,"ppt","T2","Morphology","Weight","g",2,192,30,0.333656957928802,0.0567220771526382,30,0.367961165048543,0.0531769473305986,30,0.342718446601942,0.0638123367967185,30,0.366019417475728,0.0567220771526385,0.0320868792188631,0.00361566626866404,0.0106956264062877,0.114726777379775,"No","No",15,0.333656957928802,0.0567220771526382,15,0.367961165048543,0.0531769473305986,15,0.342718446601942,0.0638123367967185,15,0.366019417475728,0.0567220771526385,0.0320868792188631,0.00723133253732807,-0.106006073253964,0.0106956264062877,0.118342443648439,-0.238993149277623
453,32,1,32.1,32.3,2,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Limhamn","Monnet","Developmental","Salinity","1.8",1.8,"4.8",4.8,"ppt","T2","Morphology","Weight","g",2,193,30,0.333656957928802,0.0567220771526382,30,0.367961165048543,0.0531769473305986,30,0.311003236245954,0.0425415578644787,30,0.331067961165048,0.0673574666187581,0.0353436527522413,0.00366302605265196,0.0117812175840804,0.114774137163763,"No","No",15,0.333656957928802,0.0567220771526382,15,0.367961165048543,0.0531769473305986,15,0.311003236245954,0.0425415578644787,15,0.331067961165048,0.0673574666187581,0.0353436527522413,0.00732605210530393,-0.106396524245448,0.0117812175840804,0.118437163216415,-0.23928261010344
454,32,1,32.2,32.3,2,1,"Rogell, B.","Population divergence of life history traits in the endangered green toad: implications for a support release programme",2011,0.373271879807923,"Journal of Zoology",2.322,"Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes viridis","Aquatic","Eskilstorp","Monnet","Developmental","Salinity","1.8",1.8,"4.8",4.8,"ppt","T2","Morphology","Weight","g",2,194,30,0.342718446601942,0.0638123367967185,30,0.366019417475728,0.0567220771526385,30,0.311003236245954,0.0425415578644787,30,0.331067961165048,0.0673574666187581,0.00325677353337817,0.00395963874781886,0.00108559117779272,0.11507074985893,"No","No",15,0.342718446601942,0.0638123367967185,15,0.366019417475728,0.0567220771526385,15,0.311003236245954,0.0425415578644787,15,0.331067961165048,0.0673574666187581,0.00325677353337817,0.00791927749563771,-0.108629475920974,0.00108559117779272,0.119030388606749,-0.241085015588365
455,33,1,33.1,33.2,1,1,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Glycerol Content","ug/g",1,195,3,1.96380090497738,1.22262409946038,3,1.52941176470588,0.391866698544995,3,0.941176470588235,0.235120019126998,3,1.76470588235294,0.564288045904792,-0.878607298039764,0.205970491441821,-0.175721459607953,0.245970491441821,"No","No",3,1.96380090497738,1.22262409946038,3,1.52941176470588,0.391866698544995,3,0.941176470588235,0.235120019126998,3,1.76470588235294,0.564288045904792,-0.878607298039764,0.205970491441821,-0.135145115084775,-0.175721459607953,0.245970491441821,-0.426795577143227
456,33,1,33.1,33.2,1,2,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Fructose Content","ug/g",1,195,3,17.3784977908689,7.01493331489604,3,13.3284241531664,1.02035393671215,3,6.9219440353461,1.78561938924627,3,6.62739322533137,1.27544242089019,-0.221849661820045,0.0907939016323731,-0.0443699323640091,0.130793901632373,"No","No",3,17.3784977908689,7.01493331489604,3,13.3284241531664,1.02035393671215,3,6.9219440353461,1.78561938924627,3,6.62739322533137,1.27544242089019,-0.221849661820045,0.0907939016323731,-0.133800129315806,-0.0443699323640091,0.130793901632373,-0.273449620430038
457,33,1,33.1,33.2,1,3,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Glucose Content","ug/g",1,195,3,95.3605015673981,24.4333186020689,3,57.3667711598746,8.79599469674478,3,16.551724137931,5.53821888313559,3,6.20689655172414,0.977332744082747,0.472630026027952,0.0753032680400042,0.0945260052055905,0.115303268040004,"No","No",3,95.3605015673981,24.4333186020689,3,57.3667711598746,8.79599469674478,3,16.551724137931,5.53821888313559,3,6.20689655172414,0.977332744082747,0.472630026027952,0.0753032680400042,-0.133305347379389,0.0945260052055905,0.115303268040004,-0.229453063857073
458,33,1,33.1,33.2,1,4,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Mannitol Content","ug/g",1,195,3,19.8173515981735,15.1851029704669,3,9.49771689497717,3.32174127478963,3,2.92237442922374,2.37267233913545,3,7.48858447488584,1.58178155942364,-1.67648979886361,0.471086089512704,-0.335297959772723,0.511086089512704,"No","No",3,19.8173515981735,15.1851029704669,3,9.49771689497717,3.32174127478963,3,2.92237442922374,2.37267233913545,3,7.48858447488584,1.58178155942364,-1.67648979886361,0.471086089512704,-0.135741800129113,-0.335297959772723,0.511086089512704,-0.517126579287721
459,33,1,33.1,33.2,1,5,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Sorbitol Content","ug/g",1,195,3,19.7549770290965,2.38720631977334,3,24.6554364471669,1.85671602649036,3,11.3323124042879,2.12196117313186,3,14.854517611026,1.06098058656593,-0.0490539246764219,0.0201457176724443,-0.00981078493528438,0.0601457176724443,"No","No",3,19.7549770290965,2.38720631977334,3,24.6554364471669,1.85671602649036,3,11.3323124042879,2.12196117313186,3,14.854517611026,1.06098058656593,-0.0490539246764219,0.0201457176724443,-0.125365291468964,-0.00981078493528438,0.0601457176724443,0.111219579208021
460,33,1,33.1,33.2,1,6,"Wang, X. H.","Geographic differences on accumulation of sugars and polyols in locust eggs in response to cold acclimation",2010,0.250744344540119,"Journal of Insect Physiology",2.354,"Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta migratoria","Terrestrial","Hainen Province","Liaoning Province","Acclimation","Temperature","0",0,"5",5,"℃","T2","Biochemical Assay","Myo-inositol Content","ug/g",1,195,3,43.9169139465875,19.530543230747,3,20.1780415430267,6.16753996760429,3,55.1928783382789,16.4467732469448,3,133.53115727003,16.4467732469448,-1.66120547763918,0.131721488324665,-0.332241095527835,0.171721488324665,"No","No",3,43.9169139465875,19.530543230747,3,20.1780415430267,6.16753996760429,3,55.1928783382789,16.4467732469448,3,133.53115727003,16.4467732469448,-1.66120547763918,0.131721488324665,-0.134547468901065,-0.332241095527835,0.171721488324665,-0.351501365211241
